"","question","options","answer"
"41","无菌室使用前，将全部要接种的物品移入无菌室缓冲间，并用75%酒精棉球擦拭干净，最后将物品送入工作台上，开启紫外灯进行物品表面消毒灭菌30min左右。","A.对 B.错","正确"
"42","无菌室使用完毕后，需清理物品，并开启日光灯消毒灭菌30min左右。","A.对 B.错","错误"
"43","过氧化氢和过氧乙酸可以用于实验室工作台表面以及金属器械的消毒。","A.对 B.错","错误"
"44","气体熏蒸法常用于生物实验室的消毒，特别是进行房间和仪器设备消毒。","A.对 B.错","正确"
"45","气体熏蒸法可用于生物安全柜内空气的消毒，但不能用于生物安全柜内物品的消毒。","A.对 B.错","错误"
"46","用玻璃滤器过滤含传染性物质时，应先在2%的石炭酸溶液中至少浸泡2h，然后再洗涤、高压灭菌。","A.对 B.错","正确"
"47","生物安全柜使用前或使用后，应至少让生物安全柜工作5min来完成“净化”过程，亦即应留出将污染空气排出生物安全柜的时间。","A.对 B.错","正确"
"48","操作者在双臂进出生物安全柜时，应动作缓慢，以维持操作面开口处气流的完整性。","A.对 B.错","正确"
"49","实验结束后，生物安全柜内使用过的仪器、设备等物品可能被污染，故应消毒后才可从柜内移出。","A.对 B.错","正确"
"50","生物安全柜使用过程中，为了实验方便，柜内的设备和物品应尽量多放些。","A.对 B.错","错误"
"51","生物安全柜使用过程中，为了操作方便，应在柜内的前部操作。","A.对 B.错","错误"
"52","有害微生物和转基因生物试验操作要在生物安全柜中进行。","A.对 B.错","正确"
"53","开展病原微生物实验时，可用超净工作台替代生物安全柜。","A.对 B.错","错误"
"54","为了防止污染，有些实验需要戴一次性手套。所以在进入实验室就要戴手套，并一直戴着做所有事情。","A.对 B.错","错误"
"55","干燥箱（烘箱）可以用于物品的干燥、干热灭菌，恒温箱用于微生物培养、生物材料培养。","A.对 B.错","正确"
"56","一般实验室的环境设施条件，达不到动物实验室国家标准，不能作为动物实验的场地。","A.对 B.错","正确"
"57","实验动物从业人员和动物实验人员，如患有乙肝等慢性传染病，不得接触实验动物，从事相关工作。","A.对 B.错","正确"
"58","不同等级的实验动物，必须饲养在相应级别的设施内。","A.对 B.错","正确"
"59","如果动物实验室配备了各种优良的设施及设备，在规章制度和操作规程等执行方面可以放松一些。","A.对 B.错","错误"
"60","正常动物实验室强调进入室内的物品须进行严格消毒，而感染动物实验室强调进出的物品都必须经过严格的高温消毒。","A.对 B.错","正确"
"61","国务院于2004年11月12日颁布的《病原微生物实验室生物安全管理条例》，是建立实验室生物安全管理体系所依据的主要法规。","A.对 B.错","正确"
"62","开展动物实验，实验动物如兔子等可以到农贸市场购买。","A.对 B.错","错误"
"63","动物实验结束后，废弃的动物尸体与器官可作为饲料原料再利用。","A.对 B.错","错误"
"64","同位素实验室管理人员有权拒绝未经培训或培训不合格的学生进入同位素室工作，但教师除外。","A.对 B.错","错误"
"65","购买放射性核素必须向同位素实验室负责人申请，办理登记手续。购买、领取、使用、归还放射性同位素时应正确登记、认真检查，做到帐物相符。","A.对 B.错","正确"
"66","有关放射性核素的实验操作必须在指定的同位素实验室进行。","A.对 B.错","正确"
"67","放射性同位素实验室生成的所有废弃物、动物尸体必须经有效衰变并经同位素辐射监测合格后，才能按照一般废弃物、动物尸体进行处置。","A.对 B.错","正确"
"68","放射性同位素实验室生成的液体废弃物，可密闭包装后存放入化学废弃物临时中转站。","A.对 B.错","错误"
"69","浸泡玻璃器皿的酸缸必须有防护罩，不得敞开放置。","A.对 B.错","正确"
"70","用于实验研究的小型啮齿类动物，一般都是无致病原感染的动物，不必在实验过程中注视其生物安全问题。","A.对 B.错","错误"
"71","实验动物生物安全性事件，主要表现二方面。一是正常动物在实验过程中，感染上人畜共患病；二是受感染动物由于逃逸或其产生的废弃物处理不当等，造成传染病扩散。","A.对 B.错","正确"
"72","污染的（感染的）锋利物品，如注射针头、解剖刀片和碎玻璃；应当放置到不容易被刺破的带盖的容器中，把它们当作传染性物质处理。","A.对 B.错","正确"
"73","实验废弃的生物活性实验材料特别是细胞和微生物（细菌、真菌和病毒等）必须及时灭活和消毒处理。固体培养基等要采用高压灭菌处理，未经有效处理的固体废弃物不能作为日常垃圾处置。","A.对 B.错","正确"
"74","待处置的培养物和污染材料可以和生活垃圾放在一起集中处理。","A.对 B.错","错误"
"75","生物污染的液体在排放到生活污水管道之前，必须进行污染清除处理。","A.对 B.错","正确"
"76","生物安全等级实验室必须按照国家规定要求建设，其中生物安全一级（BSL－1）、二级（BSL－2）实验室应向省级主管部门备案，生物安全三级（BSL－3）、四级（BSL－4）实验室必须取得国家认可的资质。","A.对 B.错","正确"
"77","开展高致病性微生物的研究工作必须在有资质的生物安全三级和四级实验室中进行，同时所开展的项目必须报省级卫生、农业主管部门审核批准。其它有关病原微生物研究工作必须在一级、二级生物安全实验室中进行。","A.对 B.错","正确"
"78","生物安全三级、四级实验室不得从事高致病性病原微生物实验活动。","A.对 B.错","错误"
"79","学生在实验中所用麻醉剂由教师统一配制，未用完的麻醉剂由教师统一处理，学生不得随意丢弃。","A.对 B.错","正确"
"80","要规范生化类试剂和用品的采购、实验操作、废弃物处理等工作程序，加强生物类实验室安全的管理，责任到人。","A.对 B.错","正确"
"81","生物类实验室废弃物（包括动物残体等）应用专用容器收集，进行高温高压灭菌后处理。生物实验中的一次性手套及沾染EB致癌物质的物品应统一收集和处理，不得丢弃在普通垃圾箱内。","A.对 B.错","正确"
"82","在微生物实验中，一些不要的菌种等，一定要消毒和高压灭菌处理后方可弃掉。","A.对 B.错","正确"
"83","生物实验室里可以烹煮食物、聚餐，学生可以在实验室留宿。","A.对 B.错","错误"
"84","学生进入生化医药类实验室可以不穿统一的实验服（白大褂）。","A.对 B.错","错误"
"85","工作人员在进入BSL-2以上级别实验室工作区前，应在专用的更衣室（或缓冲间）穿着背开式工作服或其他防护服。工作完毕必须脱下工作服，不得穿工作服离开实验室。可再次使用的工作服必须先消毒后清洗。","A.对 B.错","正确"
"86","当实验室活动涉及传染性或潜在传染性生物因子时，不需要进行危害程度评估。","A.对 B.错","错误"
"87","初次进入实验室的操作人员应了解实验室具体的潜在危险，认真阅读、理解安全手册和操作手册。","A.对 B.错","正确"
"88","生物医学实验室内任何死亡动物尸体、组织碎块，要先高温高压灭菌后密封在塑料袋交专门机构进行处理。","A.对 B.错","正确"
"89","根据所操作的生物因子的危害程度和应采取的防护措施，将生物安全的防护水平分为四级，1级防护水平最低，4级防护水平最高。以BSL-1、BSL-2、BSL-3、BSL-4表示实验室的相应生物安全防护水平。","A.对 B.错","正确"
"90","操作人员在接触过传染性物质和动物之后必须洗手、不用消毒。","A.对 B.错","错误"
"91","根据实验所涉及的病原微生物危害程度、实验项目、材料是否灭活、标本是否培养等情况，分别在BSL-1、BSL-2、BSL-3、BSL-4实验室中分级进行实验。","A.对 B.错","正确"
"92","在生物类实验室，可以带手套开房门、柜子门和冰箱门等。","A.对 B.错","错误"
"93","甲醛蒸气对人有强烈的刺激作用。熏蒸完毕后，立即打开门窗，并用等量的氨水放入室内，以减少对人的刺激作用。","A.对 B.错","正确"
"94","在分子生物学、遗传学、基因工程等实验中接触的溴化乙锭（EB）是致癌物质，做实验中不能让药品接触到皮肤上。","A.对 B.错","正确"
"95","在遗传学等实验中接触的秋水仙素是致癌物质，实验中可以让少量药品接触到皮肤上。","A.对 B.错","错误"
"96","在生物化学蛋白电泳实验中，单体丙烯酰胺和甲叉双丙稀酰胺均为神经性毒物，接触皮肤均有吸收，做实验时应格外小心，万一接触，立即用流水冲洗5分钟。","A.对 B.错","正确"
"97","在生物实验室中必须配备有效的消毒剂、眼部清洗剂或生理盐水，且易于取用。可配备应急药品。","A.对 B.错","正确"
"98","H2S无色，臭鸡蛋味，难溶于水，抑制酶的活性，使组织内窒息。","A.对 B.错","错误"
"99","BSL-2实验室是指洁净的无菌室。","A.对 B.错","错误"
"100","在《遗传学实验》果蝇实验中要反复用到乙醚，乙醚不是易燃易爆的。","A.对 B.错","错误"
"101","危害程度评估内容主要包括生物因子的种类、来源、传染性、致病性、传播途径、在环境中的稳定性、感染剂量、浓度、动物实验数据、预防和治疗等。","A.对 B.错","正确"
"102","生物因子是指一切微生物和生物活性物质。","A.对 B.错","正确"
"103","化学杀菌剂是指用于杀死微生物（包括它们的孢子）的化学品或化学品的混合物。","A.对 B.错","正确"
"104","消毒剂是指能够杀死微生物（包括它们的孢子）的化学物质或几种化学物质的混合物。","A.对 B.错","错误"
"105","灭菌是指用物理或化学方法杀死物体上的所有微生物及其孢子。","A.对 B.错","正确"
"106","湿热灭菌是利用热的作用来杀菌，通常在高压蒸汽灭菌器中进行。","A.对 B.错","正确"
"107","湿热灭菌最高温度通常为121℃，时间为15min。","A.对 B.错","错误"
"108","干热灭菌是利用热的作用来杀菌，通常在干热灭菌器中进行；使用温度通常为160-400℃，时间为1-5h。","A.对 B.错","正确"
"109","湿热灭菌和干热灭菌相比，干热灭菌穿透力强，传导快。","A.对 B.错","错误"
"110","湿热灭菌和干热灭菌各有特点，但总的说来，干热灭菌较湿热灭菌消毒效果更好。","A.对 B.错","错误"
"111","乙醇水溶液浓度越高，其杀菌活性越强。","A.对 B.错","错误"
"112","生物安全主要指在进行生物学研究和教学过程中采取适当的防护设施、设备、防护原则及技术操作等以减少或消除有潜在危险性的因子暴露及意外释放，从而保证人类和环境的安全；也包括防止病原体或毒素及其相关信息被恐怖主义等不法分子窃取、滥用。","A.对 B.错","正确"
"113","关于紫外线消毒，因可见光能复活生物体中的光复活酶，使形成的二聚体拆开复原，所以不能同时开启日光灯和紫外灯。","A.对 B.错","正确"
"114","一次性用品，包括注射器及针头用过后经消毒可以重复使用。","A.对 B.错","错误"
"115","生物学实验室内的煤气、酒精、汽油等是易燃易爆燃料，在一定的条件下均能引起燃烧和爆炸，必须妥善安置，正确使用。","A.对 B.错","正确"
"116","生物学实验室内的乙醚、二甲苯、丙酮、三硝基苯磺酸、松节油、苦味酸等是易燃易爆液体，在一定的条件下均能引起燃烧和爆炸，必须妥善安置，正确使用。","A.对 B.错","正确"
"117","生物学实验室内的松香、硫磺、无机磷等是易燃易爆物固体，在一定的条件下均能引起燃烧和爆炸，必须妥善安置，正确使用。","A.对 B.错","正确"
"118","学生在生物实验室里时，可以吃口香糖。","A.对 B.错","错误"
"119","乙醇对活性细菌、真菌和脂类病毒起作用，但对孢子无作用。","A.对 B.错","正确"
"120","同位素P-32与S-35可以放在一起，但H-3、I-125、C-14必须分别放置。","A.对 B.错","正确"
"121","水蒸汽具有潜热，当水蒸汽与被灭菌的物品接触时，可凝结成水而放出潜热，使温度迅速升高，加强灭菌效果。","A.对 B.错","正确"
"122","可见光能复活生物体中的光复活酶，使形成的二聚体拆开复原。所以采用紫外光灭菌时，不能同时开启日光灯和紫外灯。","A.对 B.错","正确"
"123","紫外线消毒方便实用，但不能彻底灭菌，特别对细菌的芽孢杀灭效果较差。","A.对 B.错","正确"
"124","由于紫外线透过物质能力很差，不适于室内空气或物体表面消毒。","A.对 B.错","错误"
"125","使用离心机时当部分装载时，离心管可随意放在转头中而不用考虑平衡。","A.对 B.错","错误"
"126","如果在液氮罐中保存安瓿瓶，应将其存放在液氮的气相中。","A.对 B.错","正确"
"127","操作者在双臂进出生物安全柜时，应垂直缓慢地出入前面的开口，以维持操作面开口处气流的完整性","A.对 B.错","正确"
"128","使用移液管时无洗耳球时，不可用口吹吸移液管。","A.对 B.错","正确"
"129","一根移液管未经清洗，可吸取多种溶液","A.对 B.错","错误"
"130","试验时间紧迫时可以在开启紫光灯下工作。","A.对 B.错","错误"
"131","使用离心机时，当部分装载时离心管可以放在转头中不考虑平衡。","A.对 B.错","错误"
"132","高速离心机各转头有其额定转速，使用时不能超过额定转速。","A.对 B.错","正确"
"133","使用离心机时，离心样品的平衡很重要","A.对 B.错","正确"
"134","干热灭菌最高温度为121℃，时间为15分钟","A.对 B.错","错误"
"135","生物实验室可用于聚餐，学生可留宿","A.对 B.错","错误"
"136","实验室中可带手套开柜门、房门、冰箱门等","A.对 B.错","错误"
"137","以下关于CO2培养箱使用注意事项的说法错误的是：","A.组织培养皿需放在塑料盘内进行孵育 B.培养瓶和碟可以叠放 C.定期清洁和消毒 D.专人管理，每天检查CO2、管道，防止漏气，检查温度等","B
"
"138","被微生物等生物材料污染的金属器皿不可以采用以下哪种溶液进行消毒?","A．2%的戊二醛 B.75%酒精溶液 C.1%的漂白粉溶液 D.高浓度肥皂水","C
"
"139","病原生物材料在匀浆或搅拌后，容器应在以下哪个场所进行开启?","A.实验台上 B.生物安全柜内 C.无菌室内 D.超净工作台","B
"
"140","玻璃（细菌）滤器使用后，立即用以下哪种溶液抽滤一次，当洗涤液尚未滤尽时，将滤器浸入上述洗涤液中浸泡48h（滤片两面均应接触洗涤液）。","A．1%的盐酸 B．重铬酸钾洗涤液 C.浓硫酸-硝酸钠洗涤液 D.氢氧化钠或碳酸氢钠稀溶液","C
"
"141","以下能用于消毒的气体熏蒸剂是：","A.甲醛 B.乙醚 C.氨水 D.乙醇","A
"
"142","采用熏蒸法灭菌，熏蒸过程至少密闭保持多少时间？","A.12h B.24h C.6h D.8h","A
"
"143","关于生物安全柜的操作，正确的说法是？","A.工作前和工作后，应至少让生物安全柜工作5min来完成“净化”过程，亦即应留出将污染空气排出生物安全柜的时间 B.操作者在双臂进出生物安全柜时，应垂直缓慢地出入前面的开口，以维持操作面开口处气流的完整性 C.在手和双臂伸入到生物安全柜中大约1min，即让生物安全柜调整完毕，且让里面的层流空气净化后，才可以进行操作 D.以上都对","D
"
"144","过滤除菌操作时,将菌液注入滤器过滤，时间不宜过长，压力控制在多少为宜？","A.0～30mmHg B.100～200mmHg C.200～500mmHg D.500～600mmHg","B
"
"145","过滤除菌操作时，滤器和过滤瓶等装置使用前用什么设备进行消毒灭菌？","A.烘箱 B.高压灭菌锅 C.加热真空烘箱 D.微波炉","B
"
"146","以下过滤除菌操作的正确顺序是：
a.使用前，将滤器和过滤瓶等全部装置用纸包好经高压灭菌
b.用橡皮管以无菌操作将过滤瓶、安全瓶、压差计和抽气系统连接
c.将待过滤液体注入滤器过滤，时间不宜过长，压力控制在100-200mmHg为限
d.使用时，在无菌操作条件下将滤器安装到过滤瓶上","A.abcd B.adcb C.abdc D.adbc","D
"
"147","浸泡消毒时，经常采用杀菌谱广、腐蚀性弱的水溶性化学消毒剂，常用的有：","A.漂白粉（次氯酸钠） B.来苏儿（甲酚） C.福尔马林（甲醛） D.戊二醛","A
"
"148","开启冻干物质安瓿瓶时，由于压力降低其部分冻干物可能会溅出，应在什么设施内进行操作？","A.实验台上 B.无菌室内 C.生物安全柜内 D.超净工作台内","C
"
"149","被病原微生物污染的玻璃器皿，应先放在什么设备中进行消毒灭菌？","A.烘箱 B.高压灭菌锅 C.加热真空烘箱 D.微波炉","B
"
"150","涉及病原微生物的实验材料在匀浆或搅拌后，容器应在什么设施内开启？","A.实验台上 B.生物安全柜内 C.无菌室内 D.超净工作台","B
"
"151","以下哪种不是生物医学类实验室中必备的消毒溶液？","A.0.5%的次氯酸钠溶液 B.1.0%的来苏尔溶液 C.75%乙醇溶液及棉球 D.10%氨水","D
"
"152","湿热灭菌是利用热的作用来杀菌，通常在什么设备中进行？","A.高压蒸汽灭菌器 B.烘箱 C.高温水浴锅 D.微波炉","A
"
"153","使用高压灭菌器时，以下哪个要求是不必要的？","A.灭菌器腔内装载要松散，以便蒸汽作用均匀 B.必须穿防护服和戴手套 C.灭菌器的排水过滤器应经常拆下清洗 D.待温度降至80℃以下时才能打开高压灭菌器","B
"
"154","关于使用高压灭菌器注意事项不正确是：","A．注意防护，防止烫伤，待温度降下后再开盖 B．禁止器皿盖着盖子进行高压灭菌，易产生爆裂 C．定期检查排水桶、排水管 D.一次高压灭菌物品尽可能装满","D
"
"155","使用生物安全柜（BSC）时下列哪种操作是错误的？","A.在开始工作前和工作结束后都应当让BSC的风扇运行5分钟，移液管或其他物质不能堵住工作区前面的空气格栅 B.物品放入柜内工作区之前不需表面净化，使用过程中可以打开玻璃面板 C.实验操作应在工作台的中后部完成 D.操作者应当尽量减少胳膊的伸进和移出","B
"
"156","关于使用生物实验材料注意事项说法错误的是：","A.微生物、动物组织、细胞培养液、体液等生物材料可能存在细菌和病毒感染的潜伏性危险，处理时必须谨慎、小心 B.被微生物等污染的玻璃器皿在清洗或高压灭菌前，应先浸泡在适当的消毒液中 C.在缺乏高压灭菌设备时，可煮沸消毒被污染的物品 D.做完实验后，必须用肥皂、洗涤剂或消毒液充分洗净双手","C
"
"157","使用移液管时下列哪种操作是正确的？","A.可以用移液管反复吸入和抽出传染性物质 B.一根移液管未经清洗，可吸取多种溶液 C.可以将任何传染性物质的液体吹入空气 D.无洗耳球时，不可用口吹吸移液管","D
"
"158","采用下列哪种方法对受污染的移液管消毒灭菌后,再用自来水冲洗及去离子水冲净？","A.适宜的消毒剂中浸泡和高压灭菌锅中 B.高压消毒锅中 C.适宜的消毒剂中浸泡 D.肥皂水中浸泡","A
"
"159","无菌室需定期用什么消毒溶液擦拭墙、地面、桌椅及其它设施？","A．0.05%新洁尔灭 B.95%乙醇 C.高锰酸钾 D.洗涤剂","A
"
"160","在生物医学实验室中进行有害微生物和转基因操作，应使用：","A.生物安全柜 B.净化工作台 C.普通实验台 D.通风柜","A
"
"161","紫外线消毒方便实用，紫外灯可以是固定式，也可以是活动式的，但离被照射物不应超过多少距离？","A.1.2m B.2m C.2.2m D.3.2m","A
"
"162","恒温培养箱的使用最高温度为：","A.60℃ B.100℃ C.45℃ D.80℃","A
"
"163","正常屏障系统动物实验室内的气压，相对室外是什么压力？","A.正压 B.负压 C.等压 D.随意","A
"
"164","如果在微生物实验中出现意外事故（如菌种管打破等），应立即用什么来清洁桌面、洗手等，及时杀灭细菌和病毒，避免污染面扩大？","A.用消毒剂（84消毒剂） B.用普通自来水 C.用纯净水 D.乙醇","A
"
"165","在微生物实验中，一些不要的菌种等可：","A．直接向下水管道倾倒 B．不需要经消毒和高压灭菌处理后，直接弃掉 C．经消毒和高压灭菌处理后，再弃掉","C
"
"166","在微生物实验中，一些污染或盛有有害细菌和病毒的器皿，可：","A．不需要经消毒和高压灭菌处理后就再利用 B．不需要经消毒和高压灭菌处理后就直接弃掉 C．经消毒和高压灭菌处理后，再利用","C
"
"167","狂犬病毒培养或动物感染实验应在哪一级生物安全实验室中进行？","A.BSL-1或ABSL-1 B.BSL-2或ABSL-2 C.BSL-3或ABSL-3 D.BSL-4或ABSL-4","C
"
"168","生物医学实验室内无污染的死亡动物尸体、组织碎块，应如何处理?","A.用塑料袋包装丢入生活垃圾桶中 B.自行深埋处理 C.密封在专用塑料袋内，冷冻保存，并交专门机构处理 D.自行焚烧处理","C
"
"169","用于科学研究的实验动物，必须来源于具备什么证明的单位或部门？","A.实验动物生产许可证 B.实验动物使用许可证 C.实验动物环境设施合格证 D.动物实验使用许可证","A
"
"170","目前,学校哪个部门是供应合格实验动物或提供合格动物实验场所的部门？","A.实验动物中心 B.物资供应中心 C.后勤部门 D.设备供应部门","A
"
"171","凡从事动物实验的人员，必须取得有关部门颁发的什么证明？","A.实验动物从业人员上岗证 B.健康证明 C.专业学位证书 D.动物实验技术人员资格认可证","D
"
"172","依照实验室生物安全国家标准的规定，什么场所不得从事高致病性病原微生物实验活动？","A.一级、二级实验室 B.三级实验室 C.四级实验室","A
"
"173","下列哪种处置实验服的方法是错误的？","A.离开实验室时，实验服必须脱下并留在实验室内 B．实验服可穿着外出 C.用过的工作服应先在实验室中消毒，然后统一洗涤或丢弃 D.实验服不能携带回家","B
"
"174","生物医学实验室中个人防护用品不包括：","A.口罩、帽子、一次性手套 B.防护镜 C.防护服 D.纸巾","D
"
"175","以下关于二级生物安全防护实验室的注意事项中，错误的是：","A.必须使用生物安全柜等专用安全设备 B.工作人员在试验时应穿工作服，戴防护眼镜 C.工作人员手上只有在皮肤破损或皮疹时，才应戴手套 D.必须具备喷淋装置、洗眼器等应急防护设施","C
"
"176","以下哪项不是实验室生物安全防护的目的？","A.保护试验者不受实验对象侵染 B.确保实验室其他工作人员不受实验对象侵染 C.确保周围环境不受其污染 D．保证得到理想的实验结果","D
"
"177","移液时，当有生物污染性物质溅出，为防止扩散应:","A．立即用浸过消毒剂的布或纸处理，然后将被污染的物品进行高压消毒 B．立即用布或纸处理 C．立即采用高压消毒 D.立即用浸过消毒剂的布或纸处理","A
"
"178","干热灭菌使用温度和时间通常为：","A.160-400℃，1-5h B.100-150℃，1-5h C.160-400℃，15-30min D.160-400℃，15-30min","A
"
"179","高压蒸汽灭菌是对实验材料进行灭菌的最有效和最可靠的方法，确保正确灭菌的条件是？","A.121℃、灭菌10分钟 B.100℃、灭菌30分钟 C.121℃、灭菌15分钟 D.115℃、灭菌15分钟","C
"
"180","关于紫外线消毒，下列说法不正确的是：","A.它可以是固定式的，也可以是活动式的，但距离被照射物不超过1.2m为宜 B.紫外线消毒方便实用，但不能彻底灭菌，特别是对细菌的芽孢杀灭效果较差 C.紫外线对人体有伤害作用，不可直视，更不能在开着的紫外灯光下工作 D.紫外线可用于所有病原微生物的消毒","D
"
"181","喷雾消毒法是采用各种化学消毒药物形成的气溶胶对空气和物体表面进行消毒，不能用作喷雾消毒的药物是：","A．2%戊二醛 B.75%酒精溶液 C.漂白粉溶液 D.甲醛","D
"
"182","关于湿热灭菌和干热灭菌两种方法的比较，错误的说法是：","A.湿热灭菌较干热灭菌消毒效果更好，使用也较普遍 B.使用湿热灭菌时，蛋白质在含水多时容易变性，易于凝固 C.使用湿热灭菌时，蒸汽具有潜热，当蒸汽与被灭菌的物品接触时，可凝结成水而放出潜热，使温度迅速升高，加强灭菌效果 D.干热灭菌比湿热灭菌穿透力强，传导快","D
"
"183","高致病性禽流感病毒、艾滋病毒（Ⅰ型和Ⅱ型）按其危害程度，属于哪一类病原微生物？","A.第一类 B.第二类 C.第三类 D.第四类","B
"
